Time (s),q0,q1,q2,q3
4908.8985,-0.00072502297914,0.99781651749,0.020183543524,-0.062883195939
4908.954,0.0002929397258,0.99797484539,0.020258057113,-0.060297042103
4909.0095,0.0022175491385,0.9981361815,0.019949644381,-0.057630350836
4909.0645,0.0047968573439,0.99824822994,0.0194842331,-0.055658119247
4909.12,0.0060413495341,0.99825996255,0.018648272518,-0.055612868905
4909.1755,0.0049333804892,0.99825271696,0.01863752307,-0.055855327137
4909.231,0.00053997740976,0.99830167575,0.018389562027,-0.055274737684
4909.2865,-0.0042501159513,0.9984122317,0.017934694099,-0.053228740891
4909.3415,-0.0099942888991,0.99850433948,0.017227317072,-0.050915790953
4909.397,-0.01925679186,0.99850399837,0.01627891756,-0.048517399362
4909.4525,-0.031038441399,0.99823273197,0.014131852272,-0.048665375134
4909.508,-0.038452092048,0.99821515625,0.010858119119,-0.044385129301
4909.5635,-0.046522447713,0.99837654037,0.0064205626699,-0.032229208378
4909.6185,-0.050825485749,0.99827408269,-0.0002502657224,-0.029420455535
4909.674,-0.038124647546,0.9986131285,-0.0058868261583,-0.035828426193
4909.7295,-0.031120237058,0.9984962265,-0.010611939006,-0.043865741428
4909.785,-0.037542123547,0.9979303643,-0.014939817161,-0.050023782582
4909.8405,-0.036985011244,0.99767977294,-0.019309752485,-0.05379882037
4909.8955,-0.025060399585,0.99786450697,-0.022455006451,-0.055983701125
4909.951,-0.018521092314,0.99777901141,-0.025545672776,-0.058663720693
4910.0065,-0.015255895317,0.99708065104,-0.028607162354,-0.069130769125
4910.062,-0.010715212292,0.99630106829,-0.03044254941,-0.079640547022
